,bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy,dir
0,bottlenecks/Clothes/Bottoms/shorts73.jpg.txt,0.00140334,0.0509664,0.709924,0.0900054,0.0501865,0.0114416,0.0110336,0.00717531,0.00306342,0.0472829,0.00345171,0.00042185300000000003,0.0104824,0.00269666,8.078149999999999e-05,0.000384536,0.00214583,1.39285e-07,0.00083463,2.71525e-05,0.00183806,4.59554e-05,6.38365e-06,1.46123e-08,1.97751e-05,1.4180399999999999e-05,0.00097719,0.00175711,1.61271e-07,1.12637e-06,0.00011023200000000001,2.7447500000000003e-07,0.9922219999999999,0.001632,0.998368,0.344657,0.322932,0.332411,0.125751,0.00581483,0.028251299999999997,0.000632455,0.0009435310000000001,0.0010176999999999999,0.0183775,0.00228558,0.00164059,0.00175684,0.000164798,0.000893855,0.00162256,0.8846639999999999,0.00011959700000000001,0.1127,0.0542178,0.8821450000000001,0.0623234,0.00131391,Clothes/Bottoms/shorts73.jpg
1,bottlenecks/Clothes/Bottoms/pants117.jpg.txt,0.00043212599999999996,0.0127352,0.270611,0.0429846,0.203965,0.0257868,0.26627199999999995,0.038312,0.0023002,0.0348851,0.000248033,0.00035493,0.0445355,0.053940199999999994,0.000178588,0.00245884,0.00016322100000000001,2.36873e-06,0.0006708389999999999,1.6793099999999998e-06,0.000256506,0.000374675,1.2963399999999999e-05,6.16651e-07,4.41932e-06,1.4056899999999999e-06,1.17096e-05,0.000506109,7.91555e-07,2.46818e-07,1.76859e-05,4.506399999999999e-07,0.997974,0.999569,0.000431226,0.5289739999999999,0.27355,0.197476,0.028379900000000003,0.00501125,0.00882286,0.00423412,0.00359217,0.0032756,0.00348302,0.00479458,0.000474504,0.00112473,0.000450574,0.0583571,0.38757800000000003,0.20008499999999999,0.0838365,0.27014299999999997,0.104896,0.7620359999999999,0.11514400000000001,0.017923500000000002,Clothes/Bottoms/pants117.jpg
2,bottlenecks/Clothes/Bottoms/pants425.jpg.txt,0.0011955,0.00045344199999999997,0.8934059999999999,0.0007891710000000001,0.018678,0.00337036,0.0707086,0.000479744,0.000263877,0.00646204,6.050790000000001e-06,2.6618200000000002e-05,0.00359732,0.000295133,0.000198093,7.02765e-05,0.015973400000000002,2.27781e-06,0.0187207,2.2827200000000003e-06,0.0189533,0.000111061,0.00099137,1.31159e-06,0.000293088,0.00016716400000000003,0.00324597,0.00457312,5.37323e-06,9.9306e-07,0.00024859299999999997,3.56389e-06,0.9367059999999999,0.8145100000000001,0.18549000000000002,0.250956,0.714448,0.0345966,0.0,0.0,0.0,0.738452,0.00240804,0.00212673,0.014512299999999999,0.0313716,0.028562,0.00146056,0.00209196,0.00896373,0.0206335,0.00553809,0.08197710000000001,0.8828879999999999,0.012397799999999999,0.8210280000000001,0.0515158,0.115058,Clothes/Bottoms/pants425.jpg
3,bottlenecks/Clothes/Bottoms/shorts282.jpg.txt,0.005495399999999999,0.00144057,0.120046,0.007215100000000001,0.17505,0.355729,0.324401,0.00447463,0.00160285,0.00164196,7.60846e-05,6.27119e-05,0.000295501,0.00125131,0.000126193,0.00109049,0.013556100000000001,6.31159e-07,0.0142485,8.65406e-05,0.00173487,3.79158e-05,2.35031e-05,5.5138999999999995e-08,0.000101713,2.4665500000000003e-05,0.0124717,0.00117234,9.5526e-08,7.43058e-06,0.000268473,2.62944e-06,0.956263,0.00412329,0.995877,0.746862,0.17136600000000002,0.081772,0.215795,0.015080200000000002,0.21448499999999998,0.00358438,0.000547001,0.00779802,0.023079699999999998,0.00683065,0.0135839,0.0016785,0.000367615,0.00564614,0.00363215,0.0144667,0.00142139,0.974834,0.450375,0.44021400000000005,0.07434199999999999,0.0350694,Clothes/Bottoms/shorts282.jpg
4,bottlenecks/Clothes/Bottoms/pants470.jpg.txt,0.000142437,0.00017284400000000001,0.378253,0.000322008,0.543917,0.00197194,0.0683632,0.00226658,0.000784834,0.00185212,4.09147e-06,5.22795e-07,0.00034956,0.00120219,1.22789e-05,0.000385319,0.00173886,1.16055e-05,0.00177105,1.06474e-05,0.0015201,0.00025943200000000003,6.2785900000000005e-06,4.1713000000000003e-07,3.5875199999999997e-06,7.91673e-07,1.81842e-05,0.00043260000000000005,1.7236599999999999e-06,8.49886e-07,8.585870000000001e-05,2.9319099999999997e-06,0.994135,0.9994120000000001,0.000587724,0.491091,0.394753,0.114156,0.02132,0.0127024,0.00350965,0.0011179,0.00190328,0.00264011,0.0124054,0.00770854,0.000648922,0.00080386,0.000142372,0.00060067,0.819199,0.00924364,0.0212493,0.14970799999999998,0.165529,0.654157,0.172879,0.00743538,Clothes/Bottoms/pants470.jpg
5,bottlenecks/Clothes/Bottoms/pants207.jpg.txt,0.000603157,0.00348822,0.7798689999999999,0.00221777,0.0810022,0.00489689,0.11606199999999998,0.00164525,0.000472482,0.00100709,1.94835e-05,0.0007597239999999999,0.00495665,0.00249179,0.000209703,0.000298099,0.00054922,1.8854499999999999e-06,0.00283669,7.27185e-05,0.0004117,0.00024171900000000002,6.23501e-05,9.57432e-08,5.7189099999999994e-06,9.10261e-07,8.79342e-05,0.000613088,7.15e-07,9.33658e-07,0.00047822,4.50371e-07,0.9946360000000001,0.985817,0.014183100000000002,0.5131439999999999,0.344172,0.142684,0.037092,0.00955721,0.00421419,0.0008093839999999999,0.000555875,0.00490846,0.0111964,0.00231293,0.00011855600000000001,0.00411978,0.0006466,0.00205705,0.0409381,0.118681,0.0670477,0.7712760000000001,0.00871741,0.311931,0.6752060000000001,0.00414494,Clothes/Bottoms/pants207.jpg
6,bottlenecks/Clothes/Bottoms/jeans43.jpg.txt,0.000266433,0.00041206,0.216414,0.000472096,0.10286600000000001,0.060205600000000005,0.612758,0.00144075,0.000431985,0.000425294,8.462549999999999e-06,3.09617e-05,0.000155868,0.00352599,8.51799e-05,0.000500656,0.000897163,5.97527e-05,0.00150756,6.69199e-05,0.00151157,0.00127504,4.63722e-05,1.57046e-05,6.164609999999999e-05,1.2059100000000001e-05,6.78358e-05,0.00128883,4.27219e-06,1.38718e-05,0.000301915,3.80197e-05,0.9928309999999999,0.995316,0.00468412,0.832471,0.147074,0.0204544,0.185453,0.029132599999999998,0.195298,0.00955726,0.010341,0.0133295,0.029453800000000002,0.00721339,0.000655067,0.00230098,0.00113185,0.00194361,0.0218265,0.00221626,0.00606547,0.9679479999999999,0.17719400000000002,0.745055,0.0701026,0.00764768,Clothes/Bottoms/jeans43.jpg
7,bottlenecks/Clothes/Bottoms/shorts138.jpg.txt,0.000469111,0.00344188,0.213191,0.00787883,0.0214591,0.043923000000000004,0.577523,0.036539499999999996,0.00543524,0.00933269,0.000235295,0.0248308,0.012098399999999999,0.0410602,0.00213142,0.00045044400000000004,0.00023777,2.96002e-08,9.41573e-05,8.02234e-07,0.00025372700000000003,1.2017999999999999e-05,5.25867e-06,3.17914e-09,1.20617e-05,3.88594e-06,2.9924499999999998e-05,0.00012004799999999999,2.6311299999999996e-08,9.0757e-08,9.36762e-06,1.56378e-07,0.9992209999999999,0.023763,0.9762370000000001,0.313456,0.375375,0.31116900000000003,0.0,0.0,0.0,0.0006674589999999999,0.00022736900000000002,0.000576489,0.00333364,0.00237286,0.0133214,0.00568601,0.000100266,0.000579137,0.0101789,0.9370799999999999,0.00146584,0.050695699999999996,0.058566999999999994,0.9249379999999999,0.0145959,0.00189887,Clothes/Bottoms/shorts138.jpg
8,bottlenecks/Clothes/Bottoms/jeans261.jpg.txt,0.00010795399999999999,0.00147008,0.32569699999999996,0.00280445,0.615742,0.0141435,0.0270221,0.00263282,0.00414744,0.00289027,1.1749300000000001e-05,9.452130000000001e-06,0.000474105,0.00260434,9.008809999999999e-05,0.000151895,0.00149757,2.11933e-05,0.030729900000000004,1.65492e-05,0.00236162,0.000240523,0.00033723300000000004,1.60679e-06,3.05564e-05,1.57378e-05,5.35309e-05,0.000878103,7.26712e-06,1.0608e-06,0.000157918,1.80504e-05,0.9636319999999999,0.982927,0.0170728,0.6713720000000001,0.2722,0.05642769999999999,0.138619,0.018444799999999997,0.0109833,0.0173241,0.00263092,0.00157897,0.059029899999999996,0.00421966,0.000488239,0.00035033300000000004,0.00115155,0.016777900000000002,0.0320257,0.00694828,0.07339689999999999,0.870851,0.101773,0.682607,0.203172,0.0124475,Clothes/Bottoms/jeans261.jpg
9,bottlenecks/Clothes/Bottoms/shorts324.jpg.txt,0.000317016,0.0009787139999999999,0.0500442,0.00481844,0.470612,0.128419,0.28853,0.0343041,0.00632141,0.00930217,4.31811e-06,2.44894e-05,0.00022229400000000002,0.00456961,0.00047031300000000004,0.00106219,0.0123336,1.06915e-06,0.0154688,3.4777600000000004e-05,0.0042999,8.97636e-05,0.000261619,2.3759599999999998e-07,0.00013455700000000002,0.000114373,0.000237929,0.00070387,4.795729999999999e-07,1.86506e-05,0.00019627799999999998,6.08676e-06,0.9660979999999999,0.050049800000000005,0.94995,0.300538,0.33566399999999996,0.363798,0.0,0.0,0.0,0.00769143,0.00100991,0.00563935,0.023085599999999998,0.00693772,0.00900986,0.000986955,0.000606479,0.0173551,0.0236626,0.08631860000000001,0.0330525,0.8396110000000001,0.011351799999999999,0.9259280000000001,0.061125900000000004,0.00159474,Clothes/Bottoms/shorts324.jpg
